username,category,engagement_rate,alignment_genZ
heatherdeirala,family,0.068,1
sarah_lit,family,0.033,0
thismamalife,family,0.012,1
frostedevents,family,0.049,0
alladriennerochelle,family,0.049,0
thesparklingmommy_familyblog,family,0.044,0
angelialayton,family,0.035,0
gwen_elinais,family,0.04,0
ourorrdinarydays,family,0.065,0
torispelling,family,0.038,0
milaandnoah,family,0.017,0
loveyolii_,family,0.023,0
sorina_perzhu,family,0.025,1
genuineplacebo84,family,0.023,0
sweetersidemom,family,0.105,0
dad_or_alive,family,0.018,0
una.mamma.si.racconta,family,0.054,1
bakusiowo.pl,family,0.04,1
sofia__gora,family,0.042,1
katabianac,family,0.065,0
loveandsundays,family,0.062,1
cliomakeup_official,family,0.054,1
narudono,family,0.037,1
andrewslyfox,family,0.049,1
kassandravictoria,family,0.047,0
taylorkaydavis,family,0.031,1
mitranemat,family,0.048,0
josephbeavers,family,0.039,1
jacobcepedal,family,0.064,1
life.with.a.little,family,0.034,1
thelittlefarmhands,family,0.015,1
beautyandthebambino,family,0.067,0
twocametrue,family,0.059,0
theohanaadventure,family,0.018,0
iamcindysimmons,family,0.077,1
classiccatherineblog,family,0.032,0
ritaliu_mama,family,0.039,0
mommas_gang,family,0.019,0
edspire,family,0.042,1
catjas,family,0.064,1
sincerely.november,family,0.058,0
seannyboy808,family,0.04,1
_vanessaroy,family,0.049,1
sugarplumtree_mama,family,0.062,0
sennydee,family,0.051,1
beccandberry,family,0.032,1
meganlawless,family,0.025,1
drenkgirls,family,0.018,1
lauren.stewart_dc,family,0.052,0
msclak,family,0.028,0
fortheloveofmila,family,0.022,1
2marriedgeeks,family,0.068,0
_thewillow_tree_,family,0.116,0
thejacksonhive,family,0.068,0
pluswonderland,family,0.041,0
mummyandmooseblog,family,0.038,1
annasaccone,family,0.02,1
brunetteandbabes,family,0.025,1
tina,family,0.041,1
thegrantlife,family,0.017,0
the_life_of_aivax,family,0.02,0
sternchen.lotta,family,0.02,1
raisingboysindevon,family,0.085,1
nph,family,0.026,1
katielovelyy,family,0.065,0
jessicaanngosnell,family,0.024,1
enmisstrece,family,0.014,1
taza,family,0.039,0
ohlafemmeblog,family,0.038,1
embracing_chaos,family,0.034,0
annmariebailey_,family,0.033,1
rubyroseturner,family,0.026,0
adriehawk,family,0.047,0
empirina,family,0.04,0
maliceetblabla,family,0.058,0
dreaminginsatin,family,0.016,0
amyrosewatts,family,0.018,1
mammachelavoro,family,0.019,1
starrcherie,family,0.032,0
jillianleelifestyle,family,0.062,1
stainedwithstyleblog,family,0.023,1
livandtyler,family,0.029,1
jessgirltalk,family,0.065,1
the_garcia_girls_,family,0.061,0
millacabrall,family,0.026,1
inhonorofmotherhood,family,0.047,1
tianasmami_,family,0.026,1
modernzulumom,family,0.081,1
jen_f25,family,0.045,1
cupcakeandbuddy,family,0.05,0
_kayleemccullough,family,0.055,0
aprilorgill,family,0.034,1
beautifully_candid,family,0.045,0
fivelittledoves,family,0.068,1
sadiedane14,family,0.037,0
ben.theworld.and.me,family,0.032,1
nicolebanuelos,family,0.066,1
glowofgrace,family,0.049,0
naoliving,family,0.044,1
nussbaumlife,family,0.06,1
luxe_everyday,family,0.041,0
coffee.and.crayons_,family,0.069,0
mrsgregwillis,family,0.018,0
purpleheartvet,family,0.09,0
alsoknownasmamablog,family,0.021,0
anaismirabelle,family,0.053,1
caitlynneier,family,0.053,0
andreeabelc,family,0.056,1
mombossof3,family,0.046,0
messybloguk,family,0.018,0
spencersarc.mummy,family,0.055,0
verdeliss,family,0.019,0
nina_rayos,family,0.069,0
giuliapeony,family,0.037,0
mimifaridah,family,0.039,0
ryanndonahoe,family,0.057,0
heymummytv,family,0.042,0
annelinsta,family,0.023,0
thesproutingminds,family,0.056,1
michellefoley,family,0.033,1
julialsampaio,family,0.068,1
cieraleavitt,family,0.061,0
arthurwears,family,0.07,0
thesanchezsix,family,0.026,0
r.i.zaaa__,family,0.015,1
jessiemiller4,family,0.016,0
comeonayleen,family,0.069,1
morganlandrigan,family,0.018,0
tantrumstosmiles,family,0.049,1
multiculturalmotherhood,family,0.036,0
mums.view,family,0.04,0
cadylately,family,0.027,0
the_real_dads_of_melbourne,family,0.045,0
o0.don_tama.0o,family,0.024,0
acraftyliving,family,0.047,1
thatmomjanet,family,0.016,0
michelle_ludwig,family,0.07,1
erikanicolelong,family,0.049,0
brandyleann,family,0.06,1
orionsound,family,0.064,1
simplydurant,family,0.018,0
mammachesballo,family,0.062,0
quentinandco,family,0.066,0
_themumdiaries,family,0.059,1
lilflowermama,family,0.034,1
miry_mom,family,0.038,1
renatarabago,family,0.064,0
sevdakazimovaofficial,family,0.084,0
everything.kris,family,0.049,1
byangelaprice,family,0.023,1
vacationland.mama,family,0.03,0
ronylouanne,family,0.024,0
postpartum_fitnezz,family,0.024,1
saraguchi84,family,0.115,1
herlifesparkles,family,0.043,1
noahandjoseph_,family,0.043,0
daniellejonas,family,0.059,0
melissaswenson1,family,0.057,1
luises_wunderbare_welt,family,0.076,1
karenademerchant,family,0.02,0
ahopefulhood,family,0.065,0
thatocmomlife,family,0.036,1
passtuszka,family,0.07,1
themumsyblog,family,0.035,0
tate.and.fable,family,0.052,1
mommyweek,family,0.051,1
bryanlanning,family,0.024,1
ambercbaldwin,family,0.065,0
mommythesalami,family,0.022,1
rebeccajkeil,family,0.059,1
crystalxdanielle,family,0.021,1
mummabeedubai,family,0.039,0
thebrileybirds,family,0.024,1
basheryandco,family,0.026,1
the_modern_dad,family,0.061,0
michebella.blog,family,0.032,1
shannon_gibb,family,0.034,1
ilovebeingamommy_,family,0.066,0
sam.and.sons,family,0.059,0
flaviafcamargo,family,0.149,1
giosephthegamer,family,0.025,1
rendyordinarylife,family,0.062,1
yuiai_mama_,family,0.025,1
everydayreading,family,0.04,1
bessybarbeite,family,0.052,1
ericabaxterschott,family,0.032,0
therusticmother,family,0.038,0
unicorns_and_fairytales,family,0.033,1
golsa.adamian2013,family,0.066,0
faithtrustpeixotodust,family,0.069,1
maddyrosegrey,family,0.013,0
dadultlife,family,0.056,0
justbornforbaby,family,0.015,0
grizzacbizzates,family,0.043,0
rattlesandheels,family,0.023,1
littleboholoves,family,0.033,1
grethasolberg,family,0.04,1
yaswildblood,family,0.011,1
kerryjune,family,0.023,0
themckeens,family,0.032,1
themomsview,family,0.036,1
ester_depret,family,0.143,0
anacpadilha,family,0.017,1
thebeccarobins,family,0.051,1
diklagoren,family,0.011,0
haileypham,family,0.011,0
casarose,family,0.065,1
maesamigas,family,0.052,0
bootsandbuttonsblog,family,0.03,0
ohlovelyday,family,0.055,1
mamaonrepeat,family,0.06,0
mr.mrs.aliu,family,0.029,1
cassbelll,family,0.057,1
nitraab,family,0.011,1
tinygirlgang,family,0.016,0
emmahammontree,family,0.019,1
thelittlegym,family,0.036,0
jaxmiozza,family,0.048,1
jordan_brooke1224,family,0.037,0
lapetitejordane,family,0.012,0
tippytupps,family,0.019,0
sarah_christensen_,family,0.053,0
stylemeblonde,family,0.082,1
alyssaquilala,family,0.116,0
azzahfariha,family,0.038,0
sherieheather,family,0.028,0
criando_ando,family,0.129,1
doriska353,family,0.013,0
mallorybourn,family,0.069,0
pauladolubizno,family,0.061,1
therealhousewifeoffresno,family,0.114,0
katecrandall,family,0.013,0
heartofdeborah,family,0.022,0
theoxmama,family,0.102,0
mealsandmiles,family,0.025,1
n4mummy,family,0.038,1
mrs.chappy,family,0.062,0
thedadmom,family,0.022,1
chantellefowlks,family,0.059,0
bvilain,family,0.043,1
theoverwhelmedmommy,family,0.025,0
mommyislosingit,family,0.066,1
queenofthebeehive,family,0.026,0
labrow3,family,0.069,0
threelittlefaures,family,0.065,1
ryapie,family,0.035,0
tarasessence,family,0.052,0
wearethegilmores,family,0.013,0
mamathefox,family,0.052,0
madibbbbb,family,0.045,0
govictoria,family,0.07,1
twosisterstoystyle,family,0.038,0
reyrey555,family,0.031,0
tacielealcolea,family,0.031,1
alexisjadekaiser,family,0.044,1
amanda_booth,family,0.06,0
thecrazysahm,family,0.059,1
hattiebourn,family,0.042,0
amydotscott,family,0.031,0
briana.renee,family,0.044,1
a4n2a0,family,0.037,0
anatrujic,family,0.054,0
lifewithjordans,family,0.104,0
michelle.diltz,family,0.046,1
anniahatch,family,0.027,0
paroladimamma,family,0.026,0
lovemeg09,family,0.068,0
shannahclarke,family,0.034,1
megscronje,family,0.068,1
itssimplylindsay,family,0.025,1
soyunamamamolona,family,0.066,1
desiree_jurado,family,0.072,1
daphnepodolak,family,0.015,0
ancardlove,family,0.013,0
ahgfun,family,0.132,1
cheskahull,family,0.039,0
mummywith5,family,0.068,0
fabmommablog,family,0.059,0
florries_adventures,family,0.02,0
whatkatysaiduk,family,0.057,1
thehappilyeva,family,0.01,1
carlyshea.heltsley,family,0.045,0
lenkasoosova,family,0.067,1
usjapanfam,family,0.017,0
nitanshi_goel,family,0.028,0
casualcontrast,family,0.037,1
young.wild.ones,family,0.023,0
ourmessynest,family,0.043,0
palegirlrambling,family,0.037,0
niraarora,family,0.135,0
missalissa,family,0.021,1
stumblinggrace,family,0.043,1
duqueriosfc_rd,family,0.042,1
frafacchinetti,family,0.07,1
lifebetweenboys,family,0.044,1
theinspirationedit,family,0.041,0
raisingthishouse,family,0.061,0
faye.bone,family,0.147,0
ashleyncote,family,0.046,1
xomaryhelen,family,0.089,0
aaron_and_gavin,family,0.037,0
angie_nagle,family,0.062,1
tiffanie.anne,family,0.011,1
denisetaytay,family,0.01,0
melanie.maroon,family,0.055,0
lifeofmomofficial,family,0.028,0
the.gingerbread.house,family,0.05,1
flatoutmum,family,0.087,1
john.pardi,family,0.042,1
crystalcarder1,family,0.084,0
palabrademadre,family,0.044,1
violetsouffle,family,0.055,1
anniepapi,family,0.051,1
destinykohlman,family,0.055,0
dadsnotdaddies,family,0.043,0
bright__mama,family,0.026,0
baby_fitgym,family,0.013,0
torigerbig,family,0.026,1
ari_says,family,0.034,1
yorkshiretots,family,0.02,1
the_dadventurer,family,0.068,0
londonxboston,family,0.022,1
three.little.tinkers,family,0.059,0
__eduardoescobar__,family,0.03,0
basastevulova,family,0.029,0
_mevs_,family,0.026,0
azela_ruiz,family,0.017,0
uncannyannieblog,family,0.059,0
mini_travellers,family,0.035,1
mamamatsise,family,0.031,0
jasomfunradio,family,0.028,0
nhieguys,family,0.04,0
mamareid,family,0.028,1
thesedarlingdays,family,0.02,0
zabieganamamacom,family,0.067,0
savloop,family,0.068,1
stephaniesclark,family,0.06,0
nikscottt,family,0.066,1
heyitslizfranco,family,0.011,1
abbgilmore,family,0.028,0
lapolly_blog,family,0.048,0
olya_timoshevich,family,0.046,0
merakio,family,0.046,1
mrsmaddiwright,family,0.012,0
lemmeredeuse,family,0.08,1
raisinglilmuslims,family,0.036,1
theeverydaygray,family,0.038,0
celestecclark,family,0.019,0
lisab.anno,family,0.012,0
thewomoms,family,0.032,0
mckinli,family,0.055,1
carlyniehauser,family,0.033,0
mas_0504,family,0.026,1
sunday_collector,family,0.052,1
lauraliira,family,0.026,0
ryanbuggle,family,0.012,1
little.winnie,family,0.067,1
leslieannebruce,family,0.054,1
ocfitmommy,family,0.087,0
roundtheworldinbabydays,family,0.052,0
coach.sandra,family,0.04,0
vandifair,family,0.039,0
thecakebyhannah,family,0.041,1
lovelifeandlittleones,family,0.052,0
mamalovestoshare,family,0.032,1
jenninsouthtex,family,0.02,0
quiver.full.of.arrows,family,0.141,1
hollandwithlove,family,0.014,0
halfmermaid_rin,family,0.067,0
lollyestill,family,0.043,0
kellie.pardoe,family,0.041,1
soranges,family,0.054,0
brittanilouisetaylorpics,family,0.059,0
sarahmattix,family,0.011,0
akbarahmad83,family,0.013,1
heythere_melissa,family,0.054,1
mackidarynn,family,0.048,1
theholdernessfamily,family,0.02,0
lameredepetitf,family,0.017,1
hairspirationbykylee,family,0.127,0
iselinhauge,family,0.022,0
jessicamichellexx,family,0.045,0
faustisland,family,0.041,1
chelseaalliebender,family,0.033,0
giorgiaceci_,family,0.05,0
gavlar111,family,0.047,0
playroomblog,family,0.06,1
superduperkidsblog,family,0.039,1
jessicabertola,family,0.09,0
theafdemfarmhouse,family,0.017,1
emilymkrause,family,0.031,0
themotheroverload,family,0.057,1
hauteintexas,family,0.048,1
the.lyons.life,family,0.028,1
sa_anderson,family,0.019,1
justinbaldoni,family,0.11,0
fabulittle,family,0.065,1
javim9,family,0.051,1
rhiannonashlee,family,0.049,1
daddydoinwork,family,0.059,1
santideoleo,family,0.047,0
cozyclicks,family,0.052,1
bailimorrison,family,0.047,1
makingofamom,family,0.051,0
lovelylor,family,0.05,0
dailymomofficial,family,0.015,0
raisingmemories,family,0.017,1
iamaaronrogers,family,0.066,0
unlikelydad,family,0.054,1
aliciaeverafter,family,0.019,1
kailee_wright,family,0.06,0
urbanwit,family,0.05,1
harunayokota,family,0.028,0
spellingit,family,0.047,0
lovedbyhannahandeli,family,0.04,0
silviaabravanel,family,0.057,1
kellywonderlin,family,0.029,1
jennaskitchen,family,0.027,1
littlehiccups,family,0.027,1
wannabebalanced,family,0.066,0
rocknessa,family,0.052,0
ar_au,family,0.039,1
raisinglittlesavages,family,0.037,0
raisingbuddies,family,0.061,1
somedayilllearn,family,0.036,1
justanothermummyblog,family,0.034,1
staceyrose_photography,family,0.023,1
zivotpo30ce,family,0.027,1
houseofharvee,family,0.026,0
sincerely.mama,family,0.035,0
ginabarilla,family,0.043,1
suntastic78,family,0.047,1
ingermendoza,family,0.039,1
jenhatzung,family,0.123,1
juliamarrero,family,0.029,1
cbiehlestudio,family,0.055,0
vannusdarlings,family,0.025,0
mummybloggersydney,family,0.05,1
yomamalife,family,0.115,1
murielllina,family,0.045,0
whatsupdearie,family,0.016,1
yariandally,family,0.022,1
karla.ahoraquesoymama,family,0.052,0
kelsikendel,family,0.027,0
eleonorabrunaccidivaio,family,0.064,1
valentine85_life,family,0.017,0
projectmotherhood,family,0.021,1
mylifewellloved,family,0.052,0
mianoelcluff,family,0.053,0
fredrikavestvik,family,0.012,0
eurafaelbenigno,family,0.015,1
danny_anjos,family,0.042,0
hannah_ritz,family,0.051,1
rial.mam,family,0.069,0
elf.yel,family,0.062,0
jeanette.gigi,family,0.034,1
kelly_thebeesknees,family,0.028,1
chantelle.aaa,family,0.03,0
laurenbellcox,family,0.023,0
kramergirl,family,0.05,1
miniwanderlust2016,family,0.054,0
momsandcrafters,family,0.062,1
cloe.thomson,family,0.06,1
sarahmx954,family,0.063,1
madisonbontempo,family,0.017,1
joeykendalbrown,family,0.045,0
sarahparkerpics,family,0.116,0
malloryboaz,family,0.036,1
robynvilate,family,0.024,0
pastelhorror,family,0.069,0
lilstylefile,family,0.032,0
50sfumaturedimamma,family,0.065,1
aynsleyovard,family,0.136,0
hashtagmomlife.be,family,0.066,0
hindazzine,family,0.038,0
satta_dhillon92,family,0.012,1
youmeandleo,family,0.066,1
the_finch_nest_,family,0.051,1
skiptomyluca,family,0.035,1
monnichpartyof5,family,0.055,0
hellotinylove,family,0.021,0
motherhoodessentials,family,0.086,0
vallespaziale,family,0.013,1
mahra.al.mulla,family,0.028,1
mkayla_kayla,family,0.069,0
thisisourlifeblog,family,0.03,0
bubbyandbean,family,0.04,0
midwifeandlife,family,0.068,0
wannabehusmor,family,0.056,1
theminkisme,family,0.063,1
brittanychadwick,family,0.066,1
southernmommasblog,family,0.03,0
wildandboho,family,0.042,1
samm_mash,family,0.065,1
lislanebarbosa,family,0.023,1
kynlee_kat,family,0.022,1
heleninha_pontes,family,0.048,1
katyroseprichard,family,0.041,1
vibeslifeus,family,0.02,1
elshanesworld,family,0.019,0
mama.jamma,family,0.056,0
happy_mum_blog,family,0.036,1
carakilbey,family,0.03,1
jennieviephotography,family,0.032,1
theleakyboob,family,0.033,1
lovelyblondecloset,family,0.045,0
acklestwinsig,family,0.066,1
angelicaleeblog,family,0.055,1
shapingupmegan,family,0.041,0
benaarontv,family,0.047,1
shirisomaye,family,0.048,1
vanillemeisjes,family,0.013,1
thegoodlifevlogs,family,0.034,1
scoutmasterson,family,0.055,0
alicecampello,family,0.014,1
phillips_fambam,family,0.038,1
bryanbros,family,0.057,0
angelicafredricsson,family,0.059,1
alittlebitoflottie,family,0.065,1
the_abbys,family,0.031,0
betshudson,family,0.096,0
balancingpieces,family,0.082,0
allthatisshe,family,0.014,1
theperrittenest,family,0.061,0
katesnumberones,family,0.017,0
adalineandme,family,0.019,1
raisingwaters,family,0.032,0
thatvalentinagirl,family,0.018,0
sheiladytiu,family,0.058,1
kathy.castricini,family,0.03,0
allisonbailey1,family,0.036,0
iamahoneybee,family,0.054,1
tonisha28,family,0.02,0
oh_lovely_blog,family,0.064,0
thatdopemom,family,0.052,1
jenniferspears_,family,0.041,0
faithfilledmotherhood,family,0.103,0
sonny_daily,family,0.024,0
lunamommyvlogs,family,0.04,1
jvvphotography,family,0.012,0
vero9ca.foto,family,0.044,1
heaton_it_up,family,0.045,0
meetmylovelyworld,family,0.019,1
kristie.cz,family,0.022,1
ele_leo13,family,0.047,1
halleighhill,family,0.049,1
almanaquedospais,family,0.064,0
sarodjbertin,family,0.032,1
thenewyorkmom,family,0.04,1
chasingdavies,family,0.035,0
butterscotchxqueen,family,0.063,1
a.day.with.dani,family,0.053,1
vegaalexa,family,0.019,0
thenalongcameyou,family,0.018,0
heathgiff,family,0.032,0
handsfullheartfuller,family,0.053,0
celeste_wright,family,0.056,0
annecampbell91,family,0.026,1
mommytipsbycole,family,0.057,1
karissamariie,family,0.044,1
mysequinlife,family,0.065,0
kristinblyth,family,0.069,0
maedesete,family,0.115,1
lamamacitablog,family,0.016,1
onlygirl4boyz,family,0.032,0
koriandjared,family,0.056,0
rachelthaiday,family,0.052,1
chillingwithlucas,family,0.037,0
amomlikeu,family,0.063,0
zamantha_nordengrim,family,0.064,1
thechillmom,family,0.045,1
sinmamaftm,family,0.011,1
mammatiltreskatter,family,0.021,1
lilmisskateco,family,0.07,0
chefpaty,family,0.061,0
amychilds1990,family,0.056,0
jessicaduckwife,family,0.064,1
merakimother,family,0.033,0
hellohayden15,family,0.046,1
amiharuna,family,0.048,0
montgomery_brooke_,family,0.047,1
thechristycarlsonromano,family,0.029,1
chaos.and.caffeine,family,0.04,1
_daphnekbmt,family,0.028,1
rodrigo_abreu,family,0.03,1
cherish.larsen,family,0.055,0
gracedbyhonor,family,0.042,1
themummycode,family,0.018,1
katykicker,family,0.105,0
katelynmryan,family,0.012,1
paigewallbankxo,family,0.051,0
mad_oneal,family,0.04,0
itartevlogs,family,0.036,0
chelseabourke,family,0.049,0
topsyturvytribe,family,0.012,0
hayliejean,family,0.049,1
17maggiezine,family,0.038,1
themalinronnquist,family,0.014,0
parenting101,family,0.056,0
thechristinakay,family,0.036,1
the_young_tribe,family,0.063,0
babynotincluded,family,0.022,0
vblyss,family,0.032,0
trend_toronto,family,0.069,0
